SK_PONTO;Best_Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;model;freq
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};4;42539,01633770972;206,24988809138713;69,93419270972072;3,816740805011703;277,50361156463623;MLP;1-Hour
13;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;43318,20325749995;208,13025550721824;77,65095981874174;4,004202293697869;267,6281406879425;MLP;1-Hour
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;43475,3337690054;208,50739499836786;78,4195800450093;4,029881439227566;290,98134112358093;MLP;1-Hour
8;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;26,65065159701315;5,162426909604934;1,7497623499194361;1,4139176668853766;191,50613021850586;MLP;1-Hour
8;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;27,37397089367995;5,23201403798575;1,8066118346730775;1,4542127396819924;202,18936967849731;MLP;1-Hour
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};3;26,116967650987675;5,110476264594884;1,6395237198323969;1,3520948915351176;208,0379683971405;MLP;1-Hour
8;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;26,53191146779517;5,150913653692437;1,6947526287983408;1,4074480666045848;213,29241609573364;MLP;1-Hour
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;40,98811910986741;6,402196428560077;3,6452942232587873;2,3471390203394846;231,68383693695068;MLP;1-Hour
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};6;26,44165098906534;5,142144590447194;1,7162730976542377;1,4034607306879157;248,14293217658997;MLP;1-Hour
1;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};1;1825,4788954026003;42,72562340566373;11,586863689763277;3,578629650381346;123,48206973075867;MLP;1-Hour
1;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;1805,0148055755058;42,48546581568226;10,765560958821766;3,510484340816939;155,447172164917;MLP;1-Hour
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;1787,324540272023;42,27676123205304;8,830675700685447;3,3545661270647176;146,29014539718628;MLP;1-Hour
1;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;1789,3847562330718;42,30112003520795;9,316867782615418;3,412260589391828;161,10817217826843;MLP;1-Hour
1;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;1808,6322360853417;42,528017072106024;9,678362065526244;3,4174293274230654;173,4046287536621;MLP;1-Hour
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;1785,6195700643289;42,25659203088116;7,957315316296217;3,2531290891616558;178,64043164253235;MLP;1-Hour
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;75,22272229130144;8,67310338294785;3,0834011178655487;1,043853186403806;128,67968344688416;MLP;1-Hour
9;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;65,62212381786561;8,100748349249322;2,996698640120883;0,9918340097867122;137,87294507026672;MLP;1-Hour
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;64,39492180718212;8,024644653016239;2,84122651662193;0,9495020802518234;130,0949833393097;MLP;1-Hour
9;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;67,44203940392065;8,212310235489198;3,06185362376263;1,0097118742951245;155,3757884502411;MLP;1-Hour
9;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;62,501278118344494;7,905774985309441;2,8650906128369513;0,9536564452659922;152,50887823104858;MLP;1-Hour
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};6;64,38201692590599;8,023840534675772;2,8551348112177948;0,9511792505255129;155,63778233528137;MLP;1-Hour
1;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;351640857,8512773;18752,089426282004;2687,5090924580436;67,97726572224967;22,566235542297363;MLP;3-Week
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;308131620,6196766;17553,678264673665;3081,44599694058;80,45737677427331;17,20068383216858;MLP;3-Week
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;324970305,89094156;18026,932792101423;3387,9244870829316;86,7752430256644;14,940590381622314;MLP;3-Week
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;384082819,27184546;19598,031004972043;5443,23453700477;116,57901248672597;17,790436029434204;MLP;3-Week
1;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;377796858,0856877;19436,997146825117;4439,009861338491;112,35930740213276;17,554223775863647;MLP;3-Week
1;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;555865538,0197583;23576,800843620797;4239,695848148593;169,32014808404438;16,418948650360107;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};1;329050911,67686313;18139,760518729654;2449,523885577786;20,810567464009495;20,371647357940674;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;260863276,49608916;16151,262380881848;1950,290466083752;19,993111342686916;18,361908197402954;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;338941221,1390558;18410,35635556943;2439,6049940959056;22,436045565570588;13,102879047393799;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};4;299934686,4616285;17318,622533608974;3597,8903551295734;22,676950202488936;18,901480436325073;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};5;372718174,7793442;19305,91035873067;5490,143403368165;25,2947849063552;18,832556009292603;MLP;3-Week
4;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};6;368801650,7856151;19204,2091944869;5420,24459711957;25,255589987330602;16,560201406478882;MLP;3-Week
5;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;366550350,30142164;19145,50470218588;2484,0905048049026;14,304743570565162;21,059025049209595;MLP;3-Week
5;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;367518155,6261663;19170,763042356095;2580,7167292602826;14,93378148308168;16,993694067001343;MLP;3-Week
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;343838393,36594677;18542,879856320775;3438,278596232558;14,853128165600483;14,376818656921387;MLP;3-Week
5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;346998220,6238097;18627,888249176547;3245,4631217107526;14,78379896187438;19,460670948028564;MLP;3-Week
5;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;304501511,4524178;17449,971674831388;3646,4407354941213;13,903865860716683;18,19797992706299;MLP;3-Week
5;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;315032105,6447888;17749,143800329886;4276,631761250639;14,63673027689362;16,990874767303467;MLP;3-Week
6;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;22449262,363213137;4738,065255271727;813,0996209068071;12,001505108628754;20,723138093948364;MLP;3-Week
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;23260349,136185784;4822,898416531887;734,7275130594571;12,068664283433863;16,830302953720093;MLP;3-Week
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;23223474,20292426;4819,073998490193;569,751216153425;12,185598518008197;14,477598428726196;MLP;3-Week
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;22959601,18766676;4791,617804840736;608,3408410694901;12,010531945206395;19,05140233039856;MLP;3-Week
6;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;22935281,19637087;4789,07936835159;719,6543907076448;12,113549983365317;18,464582920074463;MLP;3-Week
6;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;24314593,490189526;4930,983014591465;846,8439041935999;12,727429005137703;17,158213138580322;MLP;3-Week
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;113324835,6177275;10645,413830271114;4490,10656431441;13,747294757844298;21,396405696868896;MLP;3-Week
7;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;103776418,77402608;10187,071157797323;3978,359609283463;12,881735078025905;18,172332763671875;MLP;3-Week
7;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;98710570,89528938;9935,319365540767;3846,4470555814332;12,590428542836563;15,722707748413086;MLP;3-Week
7;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;107457904,7925751;10366,190466732469;4191,7755146118725;13,175382382498452;20,381957054138184;MLP;3-Week
7;{'activation': 'relu', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};5;149845165,2882023;12241,125981224206;3383,6946626319623;15,418189852849803;18,60713791847229;MLP;3-Week
7;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;157163078,22420892;12536,469926746082;3260,688451129936;15,687336351566902;16,673978090286255;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;15909515,269760547;3988,673372157784;559,8238828813228;13,772125488759917;21,916704893112183;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;15393090,10685893;3923,4028733815917;521,9961350965277;13,652696922544823;18,94097328186035;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;15633155,907258881;3953,878590353892;545,4703068947765;13,814259892824369;17,70482110977173;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;15594623,593876634;3949,002860707578;452,6947573237321;13,717352741396358;20,33757734298706;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;15877316,093796277;3984,635001326505;528,8619660201675;13,865810660225359;20,5489022731781;MLP;3-Week
8;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;16952671,013063975;4117,3621425694355;934,3570425539965;15,189757804341872;16,648892879486084;MLP;3-Week
9;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;151510073,44256178;12308,942823921223;2477,2026450789417;23,179794737520794;20,334266901016235;MLP;3-Week
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;161911362,41587982;12724,439571779962;3265,7209915616477;24,050607454804815;16,53740096092224;MLP;3-Week
9;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};3;169523101,4171825;13020,103740645944;2727,8638533907324;24,529017696110856;14,523552894592285;MLP;3-Week
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;175681663,05050212;13254,495956108709;2712,5502656557;25,08585953956251;20,16179585456848;MLP;3-Week
9;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;177299464,93531844;13315,38452074586;2270,709086987059;25,439614128961974;18,150980710983276;MLP;3-Week
9;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;201313992,2755269;14188,51621120147;4893,3820006731985;27,92845294376302;16,05190396308899;MLP;3-Week
11;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;263175941,83396316;16222,698352430867;2851,5239216852206;11,761968843622475;20,452192068099976;MLP;3-Week
11;{'activation': 'relu', 'alpha': 0,001, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;270492133,33648986;16446,645048048245;3305,3294307829638;12,189257070526612;17,131464958190918;MLP;3-Week
11;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;275387226,01362526;16594,795148287467;2894,684815654822;12,277740721561072;13,85400128364563;MLP;3-Week
11;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;259693157,25776884;16114,997898162099;3035,5134393404005;11,857174360458721;18,54399824142456;MLP;3-Week
11;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;263502352,75483853;16232,755550270525;3248,3586849402054;12,066922375343285;17,606303691864014;MLP;3-Week
11;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;270419228,6138203;16444,4284976347;3629,484695963969;12,194734275853524;16,845829486846924;MLP;3-Week
12;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};1;32856249,728871863;5732,037136033913;1126,2667425166364;11,76681495019462;20,983720541000366;MLP;3-Week
12;{'activation': 'relu', 'alpha': 0,01, 'hidden_layer_sizes': (6, 12, 1), 'max_iter': 500, 'solver': 'adam'};2;35174448,93676501;5930,805083356307;1460,35498379638;12,394937261350254;16,564666271209717;MLP;3-Week
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;37007229,6233657;6083,356772651568;1620,2823242634622;12,815486312253343;14,204550743103027;MLP;3-Week
12;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;33980711,824127264;5829,297712771862;1142,8170115826651;12,106099206011445;20,08084511756897;MLP;3-Week
12;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;34233983,52490419;5850,981415532286;1212,8184449595028;12,220217406663544;18,233411073684692;MLP;3-Week
12;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;38023923,95103798;6166,354186311226;1319,8734885508638;12,892336432156181;17,19524312019348;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (6, 18, 1), 'max_iter': 500, 'solver': 'adam'};1;15687258396,23758;125248,78600704113;20446,863452158577;45,71067891999098;21,550459384918213;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};2;28845644199,449005;169840,05475578783;67388,15349922716;69,87495014360603;22,20375347137451;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,01, 'hidden_layer_sizes': (4, 6, 1), 'max_iter': 500, 'solver': 'adam'};3;26978089428,087513;164250,08197284868;63951,62142273053;70,06549187255987;16,58852767944336;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};4;25047984954,656338;158265,55201513795;55841,220772775996;69,28290530387548;18,783113718032837;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,0001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};5;21198737399,164017;145597,86193198035;46570,30663081299;61,60837407420284;18,49375891685486;MLP;3-Week
13;{'activation': 'identity', 'alpha': 0,001, 'hidden_layer_sizes': (2, 6, 1), 'max_iter': 500, 'solver': 'adam'};6;38500760859,01732;196216,10754221305;94735,2153052534;98,41666681987506;16,56689143180847;MLP;3-Week
1;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;5291315.179117736;2300.2858907357004;656.8302820816953;29.06774455889162;21.25607109069824;SVR-LSTM;2-Day
1;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;5734321.529508013;2394.6443430096283;721.0563249695842;31.01374240491798;15.326969385147097;SVR-LSTM;2-Day
1;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;6480934.949772468;2545.768047126931;547.343704546689;32.90517106877153;17.65397810935974;SVR-LSTM;2-Day
1;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;6970119.169727053;2640.098325768768;540.0580850700044;33.83639281611007;14.33812379837036;SVR-LSTM;2-Day
1;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;7743565.277053476;2782.7262310643277;584.6958228779986;35.91473421453897;15.089125156402588;SVR-LSTM;2-Day
1;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;6261688.280049421;2502.336564103522;787.0853912265275;32.83995210152;15.713152170181274;SVR-LSTM;2-Day
4;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;3688507.2426746334;1920.54868271404;476.7795179018976;19.026822186552007;21.11833906173706;SVR-LSTM;2-Day
4;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);2;4119705.075594111;2029.7056623052788;705.7181260860216;16.72822291411259;17.30159282684326;SVR-LSTM;2-Day
4;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);3;6544126.7299968805;2558.149082832523;1925.1763188757425;20.233485047320727;16.084126234054565;SVR-LSTM;2-Day
