SK_PONTO;Best_Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;model;freq
7;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;5052011.942782409;2247.668112240419;1108.453186523011;16.84053190454764;14.079657316207886;SVR-LSTM;2-Day
7;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;4818514.670841748;2195.111539499018;1056.296136732106;16.559501244058193;17.19456720352173;SVR-LSTM;2-Day
7;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;6697357.666300665;2587.9253594917814;1125.1570636442202;19.711718145440265;15.475127696990969;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;224125.9191192909;473.4193903076752;341.9917538900695;9.66296725443543;10.285889863967896;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;535196.9218301574;731.5715425234619;723.6599381484707;15.976114579352185;8.596373319625854;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;68214.02810772025;261.1781539633824;110.30781796507472;4.027918454679642;16.032635927200317;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;101891.5754417296;319.20459808989216;234.5135780958676;6.115681684042134;15.56086254119873;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;153828.60947068664;392.2099048605053;333.52231371432663;7.815308050184906;16.888839721679688;SVR-LSTM;2-Day
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;55503.36924085413;235.59153049474023;40.73645106991762;2.833082445289452;18.841769218444824;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;735061.0196916568;857.3569966423886;86.54594254442509;4.355317683974488;12.639289140701294;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;788160.136778493;887.7838344881557;102.37890017913467;4.497600852476167;12.84239387512207;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;1172061.5927717383;1082.6179348097548;846.1742836197136;8.971268031227995;14.467222452163696;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;1282275.1005350964;1132.3758653976586;587.0562425157541;8.00847731426963;14.60908317565918;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;774955.6369323422;880.3156461930812;176.42282399853684;4.781648516329307;12.205931186676024;SVR-LSTM;2-Day
9;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;792239.9805041241;890.0786372585986;205.55975819191008;5.024373645734422;9.81756043434143;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);1;5494088.05832481;2343.947110820722;1908.715363166395;10.097265516112138;15.188474893569946;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);2;2695482.00064979;1641.7923134945509;1239.8979536002553;6.971849899460676;15.782599687576294;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;1500438.0109403436;1224.9236755571114;698.0026076779577;4.639895002745878;14.812111139297484;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;1377964.512703166;1173.8673318152976;477.414369511871;3.945414564862151;15.707155704498293;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;1382366.8402472788;1175.7409749801525;421.4543442849026;3.7927033257973592;14.153666734695436;SVR-LSTM;2-Day
11;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;1347849.0760936076;1160.9690246055695;444.7653739381931;3.812353067262824;10.187219619750977;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);1;2633933.5952768703;1622.9398002627424;1585.8509458631752;18.83623682575805;13.383054256439207;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;642986.9506187472;801.8646710129754;412.8585506522864;7.6225949434180835;20.07893395423889;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;664046.3182309594;814.8903719095958;301.6304522976825;7.289139487623488;21.535213947296143;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;807315.4285855691;898.5073336292638;629.5405873217969;9.466555434873316;21.65583157539368;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);5;631516.452738471;794.680094590566;450.7366866629882;7.801499833172048;22.91065001487732;SVR-LSTM;2-Day
12;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;555871.8925886613;745.5681676336922;302.5626424949023;6.605599829156403;20.61359190940857;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;476659361.8676424;21832.52990076144;4710.655807078001;78.37248601103471;17.916128635406494;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;523147849.8301461;22872.42553447592;4043.4427341572655;86.31305653262385;15.290838479995728;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);3;826460458.620246;28748.225312534443;7022.58346972811;109.87623953941932;13.54472827911377;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);4;768019008.1262457;27713.155867317702;5384.469180349319;106.48979772099976;13.075006484985352;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);5;802732128.9170066;28332.52775374987;6471.728608962912;108.82995855988162;15.20536494255066;SVR-LSTM;2-Day
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'}-LSTM(100,96,90);6;813307024.7975041;28518.53826544243;6730.633301096401;109.6547774869861;13.646794557571411;SVR-LSTM;2-Day
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;10437.169874927891;102.16246803463537;63.41571897843653;8.982597129766281;158.7989182472229;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;10491.286282897592;102.4269802488465;62.16298392955287;8.849659965564213;192.30021476745603;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;12088.233523718722;109.94650300813902;75.58192496061093;9.614998664757174;209.47032070159912;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;12501.203097195288;111.8087791597569;72.08993455326515;9.83643976862973;199.6851177215576;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;6977.824305319232;83.53337240480137;47.35071355751893;7.169329083482867;156.27077960968018;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;7554.415543618358;86.91614086933657;55.8378418380268;7.715933544940298;148.21989583969116;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;8067.261503331591;89.81793530989003;78.28283636735966;36.12678369937483;167.6872375011444;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;10185.793467799893;100.92469206195229;82.51205607599633;34.4838354937395;166.84445524215698;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;6389.611936112432;79.93504823362798;70.93982220806137;50.88326588239092;172.0977168083191;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;18699.178019720606;136.74493782118813;115.3200887083732;51.238765591746;172.6919457912445;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;5749.073784614084;75.82264691115765;58.11233683165455;46.23603535104059;222.8398835659027;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;5321.610374943694;72.94936857124738;44.88376991701094;39.94431000187982;269.2215714454651;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;6103.835611286971;78.12704788539607;69.29811773418771;11.222173998128556;246.92858934402463;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;2958.8737157437595;54.39553029196204;35.770926004439104;7.094236163971256;238.7057282924652;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;3682.8292550185456;60.68631851594349;33.6503789792381;8.26343784898953;186.18261551856995;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);4;2629.8872176695127;51.28242601193427;35.64008503157197;6.74100930144243;151.26664471626282;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;4218.49403890751;64.94993486453632;42.90688192915343;8.620296721874917;144.31669640541077;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);6;3300.3127455480267;57.44834850148459;45.018409844692655;8.05388170851247;164.04689526557922;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;1098.982860239126;33.15091039834541;18.06406897429781;2.876621113315078;213.301087141037;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;596.018722845255;24.41349468726784;11.016184237831112;1.9221895524977368;237.22704243659973;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;2524.5011848229296;50.24441446392753;44.81946308948977;5.465948963130753;238.9383375644684;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;522.8786076221076;22.866539038999925;10.741006641378815;1.822708323487498;240.130113363266;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;508.2627459388007;22.544683318662976;11.43767615950162;1.888184921444218;275.95404529571533;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;667.6205755152049;25.83835473700299;15.952006074702696;2.31455748649368;369.3742768764496;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;2588.2805951682158;50.875147126747606;43.70195732770429;13.186059712849907;276.6625905036926;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;2551.2752839630275;50.510150306280295;42.91449496090462;12.818263690928005;266.06215476989746;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;1543.9458968270785;39.29307695799704;29.188115624470413;9.882974718321533;214.85699200630188;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;2285.78900888081;47.80992584057008;39.41749488124768;11.645912058819876;168.52995824813843;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;2183.3114783056058;46.72591869942854;37.345480843147584;10.85569133709052;164.54097175598145;SVR-LSTM;1-Hour
12;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;1993.7382170461904;44.651295804782535;34.99319701949332;10.632378186053092;161.42773628234863;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;10127.80756600191;100.63700892813692;75.68063207916032;14.395277318262808;167.47503662109375;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;6342.35318114716;79.63889239025842;36.85529368322079;10.126455408475769;166.8611605167389;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;6202.330596762649;78.75487665384696;35.9674112884461;10.6960243315368;162.4438934326172;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;6913.8479842408615;83.14955191846111;48.11745565710476;11.24778073289456;163.2193808555603;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;6167.425487493945;78.53295796984821;38.401770006906816;10.798548105651989;167.27213430404663;SVR-LSTM;1-Hour
4;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;6336.107754537831;79.59967182430988;40.962788614096894;11.035972422839288;163.82768559455872;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;63133.64523783303;251.26409460532363;173.6014512853576;5.9089232061562;153.2253062725067;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;69997.36607637932;264.5701534118679;182.8229863569161;5.9183410823742175;186.8095896244049;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;95589.743829508;309.1759108169781;235.9122551213586;7.3055425194549635;186.96409249305725;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;72352.82742648227;268.984808913965;188.82178650071592;6.088073423797655;187.2428679466248;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;114407.84842176003;338.2422924794592;276.7067602619961;8.25082241989965;188.27428722381592;SVR-LSTM;1-Hour
13;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-05, 'kernel': 'rbf'}-LSTM(100,96,90);6;128171.53074178797;358.01051764129494;244.15798901202743;8.596655572539886;186.1728069782257;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;44.132094901898434;6.643199146638495;3.1472728922386466;2.2741617591634773;191.2384967803955;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);2;206.6894257106624;14.376697315818484;12.956995925037162;7.11253719829632;186.0117943286896;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;2062.2182028923394;45.41165272143637;47.92463709808433;22.581887950020025;175.605295419693;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);4;92.67321147799312;9.626692655216178;7.591374559823322;4.471226269665946;186.25735807418823;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;41.70787208205055;6.458163212713855;3.7993201601198905;2.5044587618157608;207.46321511268616;SVR-LSTM;1-Hour
8;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);6;478.6699868051313;21.878527985336017;20.699791681117944;11.021198830711809;200.78995871543884;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);1;1995.5612288910452;44.67170501437174;13.184002474009844;4.450356384929041;138.57381439208984;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;1867.5372752692267;43.21501215167279;11.404834079682471;3.543775472541398;116.94969177246094;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;4670.585295832519;68.3416805165963;56.6995409102513;9.514729904488355;112.58977341651917;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;2768.8302195794336;52.61967521354948;15.6991646875274;4.775832460256518;101.05409812927246;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;2929.960769174839;54.129112030171335;35.50203676694605;7.007520369604838;99.33820629119872;SVR-LSTM;1-Hour
1;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;1907.4654939930683;43.67454056991405;11.666195698376384;4.1547929961230885;98.27121543884276;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 125550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;141.23326757195667;11.884160364617967;8.128380646852975;2.0392201348930774;77.86100792884827;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 125550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;330.9852585933934;18.193000263656167;15.711931885707829;3.457699598296957;76.22251343727112;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 1255555, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;176.30101657165324;13.277839303578473;10.06891696746652;2.4028829225263606;75.89489722251892;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 1255555, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;240.1867773510128;15.497960425520926;8.093819186403692;2.362034938705289;74.139728307724;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);5;839.8121341983375;28.97951231815914;29.185908982431727;5.719018236498806;74.48383688926697;SVR-LSTM;1-Hour
9;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;278.87715658343063;16.699615462142553;14.727190435246088;3.31400225868694;77.27270650863647;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;10437.600653079267;102.16457631233668;63.41321042918207;8.982728865981342;154.08377814292908;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;10488.24137566184;102.41211537538828;62.15994738117263;8.848520537373663;150.8859782218933;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;12110.684734287122;110.04855625716824;75.71718613948394;9.626713063452112;167.61220693588257;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 125550, 'epsilon': 0.0001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;12091.541862641694;109.96154720010853;70.55945673873771;9.699583589546243;176.0328667163849;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;7131.176936417717;84.44629616755087;47.574498035726265;7.207434039067524;212.02858543396;SVR-LSTM;1-Hour
5;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;8697.823140689512;93.26212061008216;55.50690215904666;8.055237301365718;207.20332074165344;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;8033.962529484987;89.63237433809832;78.12331902201106;36.18751565214494;211.18759536743164;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;10132.67807625891;100.66120442483742;82.27004454708256;34.40791227635568;224.76800060272217;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;5911.627710482676;76.8871101712288;64.29301166555334;48.3248897915278;246.86529564857483;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);4;5256.581904974915;72.50228896369352;47.67907479036259;41.99390414586049;240.86856937408447;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;8160.845389562779;90.33739751378042;80.96975244182596;56.97066229195515;211.41043281555176;SVR-LSTM;1-Hour
6;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);6;6037.781836366647;77.70316490572728;60.779967771521456;47.26432272769237;190.55547833442688;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;6132.232892986114;78.30857483689839;69.51182826607533;11.253383540914545;206.8515636920929;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);2;2665.230393134385;51.625869417709424;31.67824326891292;6.550301513869947;201.19376230239868;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 1255555, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);3;3690.581566061543;60.75015692211456;36.12907853677689;8.36848391019224;194.96793818473816;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);4;2443.784978883312;49.434653623579806;33.21076919091891;6.441876390695745;201.82405924797055;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 125550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);5;4177.685353061392;64.63501646214219;42.44174926573055;8.56063188823061;326.7636775970459;SVR-LSTM;1-Hour
7;SVR-LSTM{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-07, 'kernel': 'rbf'}-LSTM(100,96,90);6;2159.305160386475;46.46832426918874;23.22841318455221;6.086127876941813;273.477463722229;SVR-LSTM;1-Hour
11;SVR-LSTM{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}-LSTM(100,96,90);1;1061.456657220921;32.58000394752771;17.507755339489222;2.82189041411359;258.8029749393463;SVR-LSTM;1-Hour
